bio2,bio3,bio5,bio8,bio9,bio15,bio16,bio18
129,30,314,212,-38,53,294,272
127,29,314,211,-44,54,298,277
149,33,310,194,-47,58,268,254
156,35,317,195,-38,66,232,197
131,29,304,201,-58,52,300,270
136,30,316,203,-55,57,257,239
145,32,310,195,-48,57,266,252
140,32,313,196,-44,60,262,239
148,34,310,190,-42,64,253,228
148,34,307,191,-41,63,271,245
157,35,308,178,-52,72,238,202
151,34,312,195,-36,66,263,233
155,35,310,188,-43,63,255,221
160,36,304,180,-43,69,218,180
165,39,307,174,-28,63,190,151
157,35,309,186,-46,62,252,225
158,36,309,179,-36,67,222,185
163,37,306,171,-44,68,205,163
142,32,306,196,-51,56,262,253
131,29,304,201,-56,54,290,259
161,37,303,171,-40,67,203,162
166,41,306,-13,174,28,91,53
169,43,328,20,201,41,94,33
159,40,308,65,187,21,93,58
172,41,290,50,167,13,91,70
178,41,323,74,-5,20,74,63
164,43,277,47,-14,13,78,69
170,42,333,34,150,22,72,57
175,42,337,29,149,21,71,58
149,37,399,99,228,32,41,29
134,36,398,113,238,39,41,31
175,43,336,16,208,35,71,30
156,42,280,-9,161,31,118,55
177,43,340,149,213,22,40,28
171,44,277,41,67,11,75,65
163,42,355,63,179,30,56,44
121,31,265,24,-42,8,307,287
127,31,266,184,-46,8,302,302
125,31,278,34,195,12,330,253
127,31,274,24,-43,9,291,271
126,31,270,24,-42,10,317,276
130,31,277,25,-42,9,284,265
126,31,270,24,-42,10,317,276
131,31,272,20,-48,10,291,276
129,31,268,20,-47,10,321,283
124,30,262,15,-53,10,297,289
128,31,271,187,-48,9,287,287
123,31,260,181,-52,9,298,298
124,30,259,178,-58,12,287,287
119,29,237,160,-81,13,352,352
127,30,253,171,-77,16,311,311
123,29,243,163,-85,19,343,343
115,28,221,149,-96,17,358,358
121,31,280,41,191,11,319,257
115,29,229,-8,-78,10,379,364
110,31,300,232,9,11,314,314
110,31,302,227,14,10,298,294
111,31,300,224,10,10,305,304
123,33,292,205,-13,11,337,333
101,29,284,216,151,11,321,311
125,32,280,179,-30,12,330,327
121,32,292,205,-13,11,331,327
122,32,276,178,-35,13,322,315
123,33,281,182,-10,12,350,346
117,32,296,213,-4,12,343,330
108,30,293,217,2,11,331,319
114,32,295,218,133,12,316,311
100,30,288,223,140,12,294,287
105,30,304,228,10,11,306,303
115,32,299,220,8,11,318,317
123,33,292,205,-13,11,337,333
125,33,285,196,-12,11,327,324
103,31,290,224,143,10,289,287
157,39,302,193,131,44,112,95
169,43,242,133,75,31,197,179
167,44,255,149,-30,49,214,206
166,43,277,183,-11,68,222,222
167,43,305,209,8,69,195,195
177,42,316,200,-10,54,121,104
165,43,308,203,6,53,158,144
167,45,270,165,-11,58,224,210
195,48,290,174,116,64,168,140
182,45,343,238,66,65,167,163
171,44,329,239,58,67,190,190
206,52,284,168,113,69,200,165
185,48,319,211,80,82,161,132
178,46,324,218,83,64,162,146
173,45,336,238,73,65,159,142
178,46,328,228,42,67,194,186
189,48,345,239,143,72,149,124
184,48,342,240,147,71,137,119
136,45,234,150,72,71,307,284
172,45,347,248,83,64,153,130
186,49,340,231,188,72,182,152
165,40,321,209,146,35,89,71
167,40,303,189,127,39,120,101
172,42,327,231,19,71,188,188
178,44,296,186,124,48,140,118
164,43,261,153,99,48,192,166
168,43,284,173,119,43,179,162
173,46,272,165,-7,64,230,221
174,43,332,239,31,67,176,176
172,42,327,231,19,71,188,188
174,45,305,195,24,55,172,153
177,45,324,216,45,65,171,166
162,43,325,239,38,65,197,197
205,53,281,167,112,62,229,191
182,47,323,216,85,81,160,131
192,47,343,230,97,68,128,107
181,47,330,225,61,69,165,154
187,45,351,245,69,65,156,148
195,50,350,241,188,64,158,131
179,48,317,212,123,79,198,163
153,46,280,188,72,69,219,200
150,45,303,214,98,76,141,134
170,45,335,239,73,62,188,180
187,49,344,235,190,78,158,132
185,47,360,253,160,89,131,107
172,44,281,171,115,51,161,137
176,43,326,231,24,67,180,180
169,42,341,249,38,72,186,186
181,45,328,215,38,64,121,101
190,47,334,222,52,69,130,109
170,46,302,196,61,66,193,180
187,48,339,233,140,77,159,131
164,44,341,248,86,61,165,151
182,42,275,157,96,34,168,145
170,45,224,118,-57,48,242,241
185,45,293,191,-10,70,186,186
182,47,306,197,62,74,169,140
182,47,333,226,59,69,159,150
166,39,319,165,140,30,105,84
202,50,295,178,120,68,167,140
96,28,281,94,1,8,312,286
123,32,286,185,-18,10,305,294
121,31,285,186,-15,10,304,296
118,31,288,189,-27,12,316,305
114,30,268,128,-31,12,333,318
108,29,238,105,-53,10,347,332
121,30,276,176,-34,13,291,283
118,30,269,170,-50,13,295,285
118,31,251,153,-50,15,308,303
114,30,256,160,-59,14,301,293
113,30,250,156,-60,14,304,295
110,29,248,157,-48,11,324,314
119,31,255,157,-48,15,299,297
109,29,262,167,-37,14,281,280
116,31,260,163,-40,13,294,292
111,30,252,157,-47,13,297,295
113,30,262,166,-36,13,291,288
120,31,257,157,-46,15,301,299
114,30,258,161,-49,13,300,300
108,29,261,166,-37,15,281,280
107,29,262,188,-38,15,284,284
112,30,267,170,-31,16,276,272
124,32,259,155,-45,22,294,293
105,28,272,200,-28,19,245,245
111,30,271,194,-32,20,248,248
111,30,271,194,-32,20,248,248
113,30,266,190,-36,22,256,256
109,29,274,199,-30,20,242,242
113,30,273,197,-31,22,253,253
105,29,264,100,-32,13,288,277
114,30,255,177,-48,19,296,296
114,31,258,180,-41,15,327,327
115,31,258,181,-43,17,299,299
117,31,264,184,-41,21,278,278
118,32,260,181,-39,16,332,332
120,32,257,177,-46,21,298,298
114,31,263,187,-35,15,341,341
95,26,270,158,-29,11,248,236
93,26,272,198,-26,13,230,222
104,28,270,190,-32,18,241,240
102,28,272,156,-30,16,225,220
100,27,271,104,-30,15,279,250
107,28,272,100,-35,11,300,275
104,27,261,92,-5,14,270,228
109,28,263,29,-2,12,343,293
113,29,271,184,-42,12,295,293
121,30,237,152,-73,15,322,314
118,30,235,153,-72,10,339,330
120,30,237,153,-76,12,349,338
125,30,271,188,-49,15,310,310
127,30,280,196,-43,16,289,289
125,30,284,201,-37,15,280,280
122,30,264,184,-55,13,293,293
122,30,264,184,-55,13,293,293
116,28,256,171,-68,17,299,286
121,29,243,156,-77,14,335,324
120,29,245,157,-76,18,312,308
115,28,252,166,-73,18,307,299
115,28,252,166,-73,18,307,299
116,28,271,192,-56,22,266,266
122,32,255,174,-43,18,325,325
110,27,263,89,-55,14,287,252
119,30,286,206,-42,14,271,271
117,31,250,153,-49,14,329,321
118,31,255,157,-48,15,301,297
116,31,259,161,-42,14,292,290
118,31,268,187,-38,23,269,269
100,28,269,157,-28,12,266,255
117,29,237,64,-76,12,363,346
116,28,246,159,-77,18,314,309
110,30,285,90,-16,8,319,308
118,31,281,184,-28,11,326,318
122,30,242,155,-76,15,328,320
104,35,310,253,118,24,478,459
120,39,317,254,135,31,519,493
128,40,317,253,127,31,479,479
129,40,316,253,126,27,443,443
131,39,318,247,110,18,373,373
127,39,317,251,118,25,438,438
131,39,319,248,108,16,353,353
125,38,318,252,114,23,403,403
131,38,314,243,100,12,329,329
126,37,313,244,101,11,324,324
133,39,322,250,108,13,339,339
137,41,278,37,126,12,448,393
125,37,312,244,107,18,371,371
132,38,317,244,103,14,336,336
136,39,319,244,101,13,331,331
136,39,309,217,51,9,326,316
137,40,299,208,46,9,346,340
120,38,249,167,19,10,402,401
122,39,315,252,133,30,496,474
136,41,324,254,121,23,404,404
114,37,315,251,128,25,464,458
124,38,315,249,116,21,409,409
136,39,307,216,53,9,337,331
135,40,314,224,153,10,341,341
134,39,310,218,56,9,342,340
132,40,277,207,39,10,356,356
111,36,315,254,131,27,480,468
124,39,318,254,127,29,483,483
124,40,318,256,130,31,492,492
125,40,318,256,130,31,484,484
129,40,315,250,116,25,416,416
132,39,326,255,114,18,366,366
114,36,313,253,125,22,437,437
130,38,319,248,109,17,356,356
127,38,315,248,107,15,351,351
124,38,316,252,116,25,426,426
129,38,317,248,108,14,349,349
131,38,319,249,106,12,319,319
138,39,313,221,56,10,323,314
131,39,311,223,61,10,337,333
132,39,313,225,154,10,332,332
131,40,289,219,49,8,399,399
131,40,273,32,167,12,475,408
121,37,311,245,111,20,386,386
131,38,318,247,108,16,351,351
133,38,316,243,100,11,323,323
126,37,311,240,96,10,315,315
138,39,303,210,45,10,328,318
121,37,261,177,8,10,387,376
116,37,310,243,116,23,408,406
132,38,318,245,101,15,339,339
137,39,317,241,96,11,316,316
130,37,315,242,97,10,316,316
135,39,304,212,47,10,331,322
126,38,262,176,4,10,350,334
135,39,304,212,47,10,331,322
133,38,315,241,95,10,313,313
136,39,317,242,98,13,330,330
132,38,317,244,100,14,335,335
106,34,306,244,118,24,408,399
138,41,286,45,133,13,471,390
133,41,285,49,134,8,489,460
124,39,317,253,124,26,459,459
124,38,316,252,116,25,426,426
128,38,317,249,113,20,396,396
129,38,317,249,109,17,370,370
131,39,320,252,114,22,392,392
126,40,318,253,126,27,473,473
131,39,316,247,106,15,348,348
99,33,303,244,119,21,395,382
88,17,159,82,-285,51,143,129
77,23,209,-26,113,18,432,294
82,25,222,-6,126,17,461,309
81,25,219,-9,123,17,465,313
82,25,220,-12,123,17,460,307
93,26,235,-22,133,17,411,285
98,27,240,-26,91,13,351,266
98,27,236,-32,87,13,376,279
96,27,237,-29,91,12,335,262
92,28,219,-12,127,16,435,308
96,28,236,-18,167,17,442,294
95,28,234,-19,140,17,421,282
93,28,227,-11,137,18,425,276
91,28,232,-10,138,17,414,275
74,27,195,4,143,18,405,262
68,27,181,11,109,20,426,264
58,26,166,19,101,20,410,256
103,29,241,-22,140,15,391,281
96,26,264,151,-35,11,256,248
90,25,277,213,-21,16,254,254
100,26,256,172,-57,12,250,243
97,26,267,186,-41,13,236,230
101,27,262,179,-44,12,258,256
93,26,253,-17,-2,11,259,227
93,26,250,-22,51,12,279,237
99,24,262,182,-69,14,253,241
98,25,255,24,-56,13,270,214
102,26,266,27,-50,12,247,200
101,25,258,18,-61,12,256,210
105,27,257,83,-59,11,217,213
110,28,256,-38,-17,15,272,228
94,26,246,-32,-17,15,286,234
88,25,243,-23,-11,15,285,235
111,25,267,177,-81,13,232,231
112,26,248,159,-92,16,253,252
96,26,275,205,-28,14,234,234
126,25,246,163,-152,42,265,265
124,27,235,155,-129,35,264,264
95,25,235,76,-30,16,248,210
110,25,247,162,-42,19,291,273
121,25,237,144,-78,26,278,272
113,26,245,158,-44,18,292,276
118,24,236,142,-74,30,265,263
110,24,241,155,-61,22,270,266
108,26,235,60,-97,17,267,228
107,26,246,69,-79,12,247,239
111,28,251,-48,-24,17,309,232
109,22,252,176,-146,51,285,285
97,20,250,181,-154,46,263,263
108,21,244,167,-172,47,255,255
87,25,242,-20,-9,15,279,228
96,25,243,133,-71,18,244,207
105,26,231,118,-43,18,282,253
125,26,228,134,-152,24,255,251
119,26,224,101,-64,21,283,255
123,25,238,142,-84,25,275,268
119,24,253,171,-146,49,287,287
116,23,254,176,-148,53,289,289
120,26,218,132,-75,22,256,246
105,21,240,166,-162,44,285,285
130,26,237,138,-84,24,279,270
111,21,225,149,-179,44,283,283
103,25,258,138,-73,11,233,221
103,26,255,84,-58,10,224,209
101,26,259,177,-11,13,232,229
102,24,263,180,-72,14,268,262
111,26,247,67,-34,14,282,252
101,21,242,170,-157,47,284,284
108,26,252,126,-81,19,265,234
118,26,229,101,-64,20,284,261
97,27,262,193,-36,12,252,252
100,26,256,172,-57,12,250,243
98,27,267,186,-38,11,247,240
100,27,255,172,-54,11,267,257
101,27,256,175,-50,10,262,256
95,26,250,-28,-11,11,284,249
101,25,260,181,-67,12,247,232
100,25,254,16,-66,12,255,219
101,25,260,18,-61,11,244,207
105,25,250,71,-78,11,244,232
101,25,264,23,-55,12,245,201
111,28,253,-44,-21,16,294,232
102,27,260,176,-11,12,239,232
104,25,261,177,-74,13,268,266
96,23,262,182,-75,13,252,247
104,24,260,178,-79,13,236,234
114,25,263,183,-89,17,246,246
108,26,244,65,-37,15,294,254
132,27,240,140,-78,23,271,263
102,25,249,9,153,18,303,223
106,25,242,122,-89,17,259,223
104,24,249,127,-40,16,264,237
117,24,241,150,-70,24,273,268
128,26,236,140,-74,23,260,255
109,26,247,68,-32,12,266,252
112,27,248,69,-32,14,287,248
128,27,223,129,-138,21,261,243
127,25,239,152,-162,41,289,289
127,25,240,152,-161,30,263,263
131,27,237,139,-74,24,256,249
124,25,225,132,-86,26,263,262
133,28,238,140,-141,23,258,251
100,21,242,169,-159,46,281,281
106,21,243,165,-140,46,275,275
121,24,236,154,-178,38,287,287
135,26,242,149,-176,36,269,269
118,23,232,151,-171,42,292,292
117,23,231,151,-173,43,288,288
105,25,246,126,-36,16,284,256
95,25,235,75,-32,16,251,210
90,25,240,-26,42,17,288,225
97,26,245,164,-20,11,276,262
93,25,256,95,-42,11,213,206
92,26,266,158,-30,12,241,234
99,27,261,178,-48,13,259,250
100,25,255,16,-66,12,254,217
100,25,254,16,-66,12,255,219
104,26,255,79,-66,10,234,215
107,26,255,79,-19,11,235,229
107,27,256,82,-17,12,243,232
103,25,267,183,-67,15,268,261
100,24,260,179,-77,13,241,237
108,25,261,172,-83,12,238,237
109,26,243,121,-85,12,251,246
109,26,247,2,-32,16,310,242
104,26,252,-48,155,21,325,221
108,26,244,65,-37,15,294,254
131,26,292,179,-116,61,222,217
127,26,290,204,-116,59,228,228
132,27,290,175,-114,62,218,211
132,27,289,173,-115,67,213,204
137,28,287,170,-117,66,214,205
120,24,274,192,-136,58,221,221
118,24,273,193,-136,59,221,221
131,26,284,195,-127,61,223,223
132,26,283,194,-125,62,221,221
134,27,289,173,-119,66,206,197
132,27,285,171,-117,68,213,211
122,24,269,187,-143,59,221,221
123,25,278,195,-134,60,217,217
127,26,273,187,-139,64,208,208
130,26,275,188,-137,60,202,202
130,27,286,171,-115,63,205,197
138,30,284,165,-88,68,204,186
135,28,284,167,-101,66,208,192
133,27,278,163,-126,61,197,188
132,27,273,161,-135,67,187,187
134,28,276,159,-124,63,207,191
124,25,288,205,-115,58,238,238
139,27,282,189,-131,61,195,195
135,28,287,169,-103,66,208,192
135,29,287,168,-92,69,200,180
143,30,299,175,-92,66,185,165
138,29,301,179,-87,69,205,180
146,31,292,167,-87,64,178,156
140,30,298,176,-81,68,211,184
136,29,289,170,-95,66,210,192
134,27,272,156,-131,63,188,179
131,27,280,165,-117,65,204,194
134,27,286,169,-122,63,201,196
136,28,287,172,-112,63,208,193
126,26,256,173,-147,64,219,219
130,27,288,175,-113,65,219,215
128,26,274,188,-140,64,216,216
144,30,300,180,-95,65,186,174
139,29,290,171,-99,67,206,190
114,29,290,193,-34,20,268,264
118,30,285,186,-26,21,270,264
109,29,284,190,-29,22,295,288
104,28,287,195,-16,22,273,273
111,29,288,195,-33,23,276,271
111,30,283,188,-26,19,280,275
114,31,279,183,-28,16,293,285
111,30,273,179,-21,15,296,292
108,29,271,199,-24,18,300,300
115,31,279,182,-17,17,289,287
112,29,289,197,-29,21,288,275
115,29,292,197,-32,21,278,265
116,31,290,196,-23,21,309,292
119,31,290,195,-23,21,299,285
120,31,281,185,-32,21,319,308
113,30,279,184,-29,20,299,290
118,31,281,187,-31,21,319,307
119,32,285,188,-21,19,301,292
121,33,288,194,-15,20,313,304
120,32,301,110,-10,17,308,283
111,30,290,203,-9,19,318,291
112,30,287,199,-16,20,309,291
128,34,294,199,-7,19,309,296
131,35,293,198,-7,18,310,301
128,34,297,202,-3,17,301,293
121,32,291,196,-19,20,315,302
131,35,293,198,-7,18,310,301
123,34,295,222,-1,16,303,303
128,35,294,200,-3,16,308,305
123,33,288,194,-12,20,311,305
125,34,297,205,1,17,319,307
129,35,296,202,-1,17,309,303
107,28,294,220,-17,21,262,262
100,27,284,195,-27,22,274,274
114,31,279,183,-28,16,293,285
119,31,293,199,-18,21,308,295
120,32,287,192,-18,20,309,300
123,33,288,193,-15,19,303,296
111,30,289,203,-11,19,311,288
118,31,290,197,-20,20,302,287
112,30,291,200,-17,19,304,290
124,34,292,198,-6,17,306,304
132,36,330,152,47,23,418,296
129,34,341,206,51,35,346,240
128,34,333,198,40,26,371,284
126,34,344,209,52,29,356,256
132,35,342,204,47,34,350,248
135,35,340,201,39,33,346,260
130,34,345,207,46,40,325,240
149,37,348,197,34,53,248,203
152,37,351,200,37,54,240,197
129,34,329,191,27,30,351,300
129,33,333,193,23,32,350,296
131,33,341,200,32,32,336,275
135,34,339,196,24,36,330,278
130,33,346,243,30,44,306,253
148,35,356,245,27,46,253,224
154,36,353,239,22,51,252,232
153,36,348,236,19,50,242,223
166,41,326,233,19,63,189,189
137,38,339,166,60,21,398,277
128,35,331,155,49,24,415,296
137,36,349,209,53,37,323,224
130,34,341,204,42,30,351,262
137,35,342,202,36,34,335,258
135,34,346,201,37,46,289,227
142,35,355,203,35,48,269,222
129,34,327,190,31,26,368,295
128,33,339,200,35,32,342,272
136,34,338,195,24,38,329,281
134,33,349,241,21,44,286,254
145,35,343,234,24,50,241,206
156,37,343,228,16,53,233,217
162,39,347,230,23,60,216,201
167,40,333,215,16,62,196,192
129,35,337,205,55,27,399,282
133,34,341,199,31,34,325,272
86,23,233,-37,-29,13,325,252
85,24,237,29,139,17,349,249
87,24,235,-29,-24,13,332,256
105,24,256,184,-85,13,247,247
115,25,249,171,-101,16,275,275
108,26,269,184,-63,19,278,277
108,25,267,180,-74,13,273,272
105,25,255,172,-80,12,275,274
105,25,263,179,-71,13,270,266
107,25,260,173,-26,16,297,295
109,26,265,191,-69,18,298,298
117,26,248,170,-102,18,279,279
109,25,235,164,-51,16,314,314
112,26,244,169,-42,13,296,296
107,25,258,172,-28,16,302,300
102,24,251,177,-35,17,332,332
102,25,235,165,-44,20,332,332
100,24,243,171,-40,19,336,336
96,23,229,147,-57,18,339,336
95,23,241,160,-40,14,281,279
115,24,231,140,-87,34,310,300
109,23,226,140,-73,29,334,323
97,23,225,141,-114,17,318,312
101,24,226,142,-57,12,289,281
102,25,218,133,-60,11,279,272
85,23,209,-12,-53,10,292,279
61,19,205,-18,119,18,301,219
115,23,224,132,-159,36,325,310
119,24,229,133,-154,35,324,313
104,23,226,136,-71,17,298,293
86,23,184,38,-62,20,299,278
106,26,228,158,-48,19,326,326
105,22,208,127,-107,27,324,314
108,22,212,131,-102,29,337,326
122,25,202,113,-106,27,344,332
90,24,186,-24,-63,15,313,282
106,24,258,183,-29,16,305,305
97,23,249,175,-38,18,344,344
105,25,238,166,-43,21,319,319
110,24,245,160,-54,23,281,274
118,25,239,150,-65,25,311,302
116,26,233,143,-60,17,333,329
115,25,247,157,-50,20,323,317
94,23,222,141,-62,18,363,362
104,23,226,142,-67,24,359,348
102,23,232,145,-63,22,330,326
84,23,215,0,-42,11,308,267
107,24,198,74,-91,15,318,311
110,25,266,178,-82,13,233,232
106,24,237,168,-46,16,303,303
105,25,249,175,-35,17,326,326
113,25,247,159,-103,22,300,284
110,23,238,149,-69,27,305,293
100,23,214,131,-75,22,403,394
95,23,225,155,-59,19,372,372
114,24,236,147,-75,29,305,298
113,24,227,138,-78,30,321,312
99,23,223,138,-69,21,349,343
95,23,226,144,-53,13,267,260
105,25,216,94,-111,11,260,244
104,24,194,73,-144,17,328,320
102,24,254,182,-87,13,255,255
102,24,249,180,-86,13,279,279
111,26,251,176,-81,18,335,335
115,27,252,175,-82,19,332,332
117,26,248,170,-101,18,280,280
113,26,254,176,-37,13,289,289
106,24,252,179,-36,13,302,302
100,24,230,161,-99,20,322,322
104,25,226,141,-61,12,302,292
114,24,228,137,-80,33,320,312
100,25,219,136,-54,10,258,250
92,23,216,140,-60,13,310,308
105,25,231,154,-54,14,298,298
115,26,233,143,-57,14,324,323
104,24,253,179,-33,17,324,324
96,23,229,147,-57,18,339,336
94,22,205,124,-80,20,407,402
122,25,245,163,-136,56,183,183
120,25,243,160,-157,56,177,177
122,25,233,153,-146,58,205,205
120,24,232,155,-154,57,214,214
135,28,275,157,-123,65,173,163
128,27,274,159,-26,50,156,151
134,30,258,140,-28,50,165,153
141,30,260,141,-32,46,145,144
121,25,250,145,-130,57,188,185
135,28,266,173,-29,53,148,148
114,23,246,146,-153,56,181,179
119,24,252,167,-123,59,170,170
121,25,258,151,-127,55,155,155
115,23,238,159,-172,50,193,193
120,24,253,170,-133,53,165,165
124,25,253,169,-153,55,168,168
127,25,245,161,-150,53,190,190
121,25,235,155,-59,59,203,203
125,26,236,156,-142,63,218,218
108,22,246,170,-130,56,174,174
124,25,259,153,-126,53,158,157
115,23,236,158,-172,48,192,192
141,30,269,149,-27,49,140,140
120,25,262,155,-33,51,154,152
107,44,236,41,155,66,886,130
111,42,267,51,182,59,506,87
102,39,218,4,134,62,989,151
137,38,296,119,181,23,149,97
106,46,236,56,158,68,1042,124
159,47,280,11,157,44,119,47
161,43,257,-35,130,31,150,74
164,42,259,-47,131,33,154,72
154,39,271,-40,148,33,158,80
124,44,260,29,161,61,749,115
153,43,279,-6,159,32,116,59
153,41,287,-14,165,26,92,53
164,41,285,-29,158,31,114,55
139,48,285,46,178,68,484,59
150,43,262,-14,145,55,237,54
122,45,274,51,176,70,617,72
117,44,264,49,174,58,654,109
144,40,211,-72,96,33,256,119
123,45,274,50,177,67,532,76
104,42,245,39,161,58,906,149
121,39,261,7,165,67,490,63
164,44,297,-1,165,27,114,66
122,47,273,60,177,72,705,72
140,44,265,7,154,65,615,82
134,42,232,-22,125,62,515,93
105,52,214,64,142,73,954,90
161,43,279,-14,155,25,94,58
89,52,204,79,148,68,830,89
150,47,302,39,187,61,354,53
156,45,262,-17,139,38,179,71
99,44,219,41,146,63,1060,172
130,41,245,-10,138,63,614,99
154,45,282,10,164,61,303,52
170,46,280,-8,150,41,168,59
109,47,224,41,142,69,1240,155
113,42,271,53,183,59,491,89
121,40,250,2,154,60,499,83
143,40,281,-12,161,30,191,90
162,47,292,12,166,37,114,48
153,43,251,-30,130,36,189,79
156,44,270,-15,146,33,157,73
154,39,295,-26,172,37,165,70
116,50,228,50,144,73,839,84
155,47,297,31,178,66,353,46
146,44,268,3,155,63,403,58
151,44,254,-17,138,39,185,54
122,46,263,50,167,72,780,91
118,44,271,52,180,61,524,83
145,44,262,-4,145,60,361,71
160,44,293,4,166,30,129,66
120,45,268,51,173,66,630,79
160,45,262,-20,135,65,359,64
148,46,282,23,167,64,496,67
165,45,280,-11,150,61,286,55
150,42,269,-12,153,34,145,61
158,44,280,91,157,25,92,59
173,43,307,-13,171,29,96,54
152,44,290,10,171,31,125,62
116,31,273,196,-24,17,311,311
123,33,282,182,-25,17,299,295
111,30,267,193,-28,16,322,322
114,31,266,190,-30,16,333,333
122,32,267,187,-33,17,343,343
114,31,266,190,-30,16,333,333
120,32,265,167,-43,16,341,339
122,32,263,182,-36,16,341,341
123,32,266,186,-32,17,343,343
118,32,271,172,-35,17,318,310
121,32,259,158,-40,20,326,323
123,33,257,155,-42,18,335,335
123,33,259,178,-38,16,341,341
123,33,261,160,-46,16,340,337
123,33,256,156,-40,16,344,343
121,32,259,158,-40,20,326,323
121,32,283,182,-29,17,302,292
114,31,258,162,-45,23,286,276
119,32,260,161,-48,19,323,319
121,32,261,160,-36,22,281,275
117,31,276,177,-33,17,319,306
119,32,260,161,-48,19,323,319
117,31,272,174,-35,20,303,291
119,32,264,163,-45,23,268,259
115,31,268,171,-29,17,286,279
112,30,262,166,-33,16,286,280
117,31,271,173,-37,22,290,277
115,31,267,170,-38,20,309,297
118,31,280,181,-16,18,310,299
114,31,257,162,-34,11,343,329
120,32,260,164,-35,12,308,298
119,31,259,163,-34,12,313,302
117,31,258,162,-35,12,326,315
115,30,258,162,-40,13,307,303
116,31,251,156,-44,12,323,314
121,32,285,187,-20,17,296,285
125,34,280,185,-17,17,319,309
126,34,282,186,-15,17,312,303
124,33,278,180,-27,16,333,327
126,33,278,178,-31,17,326,325
126,34,283,184,-21,16,318,313
124,33,278,178,-31,17,323,320
123,33,276,178,-30,16,334,330
125,33,277,178,-30,17,326,324
121,33,272,174,-32,13,340,329
121,33,268,169,-37,16,329,318
116,32,281,185,-22,15,297,281
113,31,262,167,-39,17,318,310
116,32,281,185,-22,15,297,281
119,32,280,182,-24,15,304,289
116,32,265,168,-37,17,318,307
116,32,283,186,-22,15,296,282
110,30,274,180,-30,15,310,297
113,31,284,189,-20,14,299,282
114,31,280,184,-27,15,315,300
115,31,295,156,-9,10,288,273
112,31,277,182,-26,15,300,289
117,31,290,192,-18,14,310,293
111,30,299,204,-7,11,285,274
112,30,289,194,-16,12,305,292
115,31,277,180,-15,12,345,332
113,31,293,199,6,12,314,309
115,31,277,180,-15,12,345,332
119,32,291,202,-7,11,325,320
128,35,285,188,-11,17,312,306
119,33,257,166,-35,13,318,309
120,33,261,169,-31,13,307,297
124,33,277,177,-31,17,316,315
118,31,263,183,-37,16,340,340
116,31,266,169,-40,20,300,290
120,32,285,184,-28,17,298,287
115,31,261,164,-44,24,284,271
123,33,278,179,-28,17,310,305
126,34,282,184,-22,16,314,309
124,33,276,179,-26,14,327,320
114,31,289,194,-15,12,297,279
113,31,284,190,-19,13,297,280
116,31,292,194,-16,13,304,291
115,31,295,200,6,14,311,300
115,31,291,196,1,14,320,306
114,31,289,195,0,14,325,311
114,31,289,195,0,14,325,311
115,31,292,195,-11,12,325,321
114,31,293,199,5,12,318,309
122,33,266,171,-29,14,337,329
119,33,281,185,-19,14,289,273
118,32,295,155,-8,10,292,275
116,32,288,151,-11,10,304,285
111,31,292,202,10,12,314,304
117,32,299,159,-4,10,284,272
110,31,296,219,4,11,314,311
114,31,289,195,0,14,325,311
123,39,326,261,139,28,454,454
117,39,328,268,148,35,475,475
128,40,326,259,134,26,445,445
131,40,329,260,126,24,396,396
138,41,332,259,123,19,376,376
130,40,324,256,120,20,374,374
132,40,315,74,160,13,425,351
139,41,330,86,171,15,351,317
133,40,317,71,157,10,371,350
134,41,297,59,145,10,476,423
138,40,317,69,157,11,346,336
138,41,329,81,166,14,351,317
136,42,333,263,137,25,419,419
124,40,322,259,135,27,452,452
121,40,327,264,144,32,476,476
119,39,326,264,142,30,467,467
138,41,331,258,119,17,351,351
127,39,317,75,161,12,394,336
132,40,322,75,161,12,361,310
135,40,317,70,157,10,359,342
132,28,301,196,-78,53,262,255
132,29,312,202,-64,54,252,233
127,27,299,191,-85,53,250,241
135,29,314,199,-68,57,243,215
149,31,318,194,-70,61,225,204
142,31,319,198,-49,60,259,228
150,33,316,190,-50,67,237,208
126,26,289,183,-97,59,255,253
129,27,293,184,-97,59,230,221
130,27,303,194,-82,55,243,227
146,30,312,190,-77,62,220,201
151,31,317,189,-82,60,214,199
129,27,295,186,-96,55,239,235
128,26,295,184,-108,58,227,224
132,27,299,185,-106,62,224,216
136,28,297,180,-104,61,222,209
136,28,290,173,-112,64,218,206
131,28,306,188,-80,60,205,183
131,28,303,187,-85,60,198,178
148,33,313,187,-49,65,204,172
144,32,308,184,-56,65,207,170
153,38,279,149,-27,66,255,221
147,31,322,194,-60,63,209,180
150,33,307,175,-47,65,198,162
154,34,329,198,-40,68,208,175
134,29,318,195,-41,65,208,183
150,32,307,179,-77,68,201,167
150,32,302,172,-75,69,207,170
148,32,297,170,-78,71,212,178
135,29,306,187,-80,62,205,178
137,29,303,182,-83,65,207,179
141,30,319,194,-64,62,208,180
170,37,319,180,-35,65,193,159
147,37,274,146,-40,63,265,228
125,33,254,85,-39,48,268,220
125,33,254,85,-39,48,268,220
135,35,264,142,-33,54,266,225
153,38,279,149,-27,66,255,221
147,37,272,145,-44,62,249,215
117,32,325,146,207,17,385,283
124,36,322,156,211,19,410,280
119,33,327,156,214,19,401,276
124,35,325,154,211,18,400,282
131,37,323,150,208,18,406,293
